"board","experiment_id","search_level","game_index","turn_number","progress","mover","allocation_pattern","regions_used","supply_placements","objective_placements"
"7x7-p72","7x7-uct-1000","uct-1000","28","17","0.354167","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","18","0.375000","2","2+1","2","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","28","19","0.395833","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","20","0.416667","2","2+1","2","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","21","0.437500","1","2+1","2","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","22","0.458333","2","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","23","0.479167","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","24","0.500000","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","25","0.520833","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","26","0.541667","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","27","0.562500","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","28","0.583333","2","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","29","0.604167","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","30","0.625000","2","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","31","0.645833","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","32","0.666667","2","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","33","0.687500","1","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","34","0.708333","2","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","28","35","0.729167","1","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","28","36","0.750000","2","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","37","0.770833","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","38","0.791667","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","39","0.812500","1","3","1","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","40","0.833333","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","41","0.854167","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","42","0.875000","2","2+1","2","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","43","0.895833","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","28","44","0.916667","2","3","1","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","45","0.937500","1","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","46","0.958333","2","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","28","47","0.979167","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","28","48","1.000000","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","1","0.020833","1","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","2","0.041667","2","2+1","2","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","3","0.062500","1","2+1","2","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","4","0.083333","2","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","5","0.104167","1","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","6","0.125000","2","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","7","0.145833","1","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","8","0.166667","2","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","9","0.187500","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","10","0.208333","2","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","11","0.229167","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","12","0.250000","2","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","13","0.270833","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","14","0.291667","2","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","15","0.312500","1","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","16","0.333333","2","2+1","2","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","17","0.354167","1","1+1+1","3","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","18","0.375000","2","2+1","2","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","19","0.395833","1","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","20","0.416667","2","2+1","2","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","21","0.437500","1","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","22","0.458333","2","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","23","0.479167","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","24","0.500000","2","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","25","0.520833","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","26","0.541667","2","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","27","0.562500","1","1+1+1","3","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","28","0.583333","2","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","29","0.604167","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","30","0.625000","2","2+1","2","3","0"
"7x7-p72","7x7-uct-1000","uct-1000","29","31","0.645833","1","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","32","0.666667","2","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","33","0.687500","1","1+1+1","3","2","1"
"7x7-p72","7x7-uct-1000","uct-1000","29","34","0.708333","2","1+1+1","3","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","35","0.729167","1","3","1","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","36","0.750000","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","37","0.770833","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","38","0.791667","2","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","39","0.812500","1","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","40","0.833333","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","41","0.854167","1","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","42","0.875000","2","2+1","2","0","3"
"7x7-p72","7x7-uct-1000","uct-1000","29","43","0.895833","1","2+1","2","1","2"
"7x7-p72","7x7-uct-1000","uct-1000","29","44","0.916667","2","1+1+1","3","1","2"
