"board","experiment_id","search_level","game_index","turn_number","progress","mover","allocation_pattern","regions_used","supply_placements","objective_placements"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","37","0.660714","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","38","0.678571","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","39","0.696429","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","40","0.714286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","41","0.732143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","42","0.750000","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","43","0.767857","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","44","0.785714","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","45","0.803571","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","46","0.821429","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","47","0.839286","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","48","0.857143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","49","0.875000","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","50","0.892857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","51","0.910714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","52","0.928571","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","53","0.946429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","54","0.964286","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","55","0.982143","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","2","56","1.000000","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","1","0.017857","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","2","0.035714","2","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","3","0.053571","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","4","0.071429","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","5","0.089286","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","6","0.107143","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","7","0.125000","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","8","0.142857","2","3","1","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","9","0.160714","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","10","0.178571","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","11","0.196429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","12","0.214286","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","13","0.232143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","14","0.250000","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","15","0.267857","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","16","0.285714","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","17","0.303571","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","18","0.321429","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","19","0.339286","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","20","0.357143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","21","0.375000","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","22","0.392857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","23","0.410714","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","24","0.428571","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","25","0.446429","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","26","0.464286","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","27","0.482143","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","28","0.500000","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","29","0.517857","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","30","0.535714","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","31","0.553571","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","32","0.571429","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","33","0.589286","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","34","0.607143","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","35","0.625000","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","36","0.642857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","37","0.660714","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","38","0.678571","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","39","0.696429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","40","0.714286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","41","0.732143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","42","0.750000","2","3","1","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","43","0.767857","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","44","0.785714","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","45","0.803571","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","46","0.821429","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","47","0.839286","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","48","0.857143","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","49","0.875000","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","50","0.892857","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","51","0.910714","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","52","0.928571","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","53","0.946429","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","54","0.964286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","55","0.982143","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","3","56","1.000000","2","3","1","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","1","0.017857","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","2","0.035714","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","3","0.053571","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","4","0.071429","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","5","0.089286","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","6","0.107143","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","7","0.125000","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","8","0.142857","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","9","0.160714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","10","0.178571","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","11","0.196429","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","12","0.214286","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","13","0.232143","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","14","0.250000","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","15","0.267857","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","16","0.285714","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","17","0.303571","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","18","0.321429","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","19","0.339286","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","20","0.357143","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","21","0.375000","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","22","0.392857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","23","0.410714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","24","0.428571","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","25","0.446429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","26","0.464286","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","27","0.482143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","28","0.500000","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","29","0.517857","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","30","0.535714","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","31","0.553571","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","32","0.571429","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","33","0.589286","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","34","0.607143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","35","0.625000","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","36","0.642857","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","37","0.660714","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","38","0.678571","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","39","0.696429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","40","0.714286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","41","0.732143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","42","0.750000","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","43","0.767857","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","44","0.785714","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","45","0.803571","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","46","0.821429","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","47","0.839286","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","48","0.857143","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","49","0.875000","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","50","0.892857","2","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","51","0.910714","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","52","0.928571","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","53","0.946429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","54","0.964286","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","55","0.982143","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","4","56","1.000000","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","1","0.017857","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","2","0.035714","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","3","0.053571","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","4","0.071429","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","5","0.089286","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","6","0.107143","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","7","0.125000","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","8","0.142857","2","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","9","0.160714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","10","0.178571","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","11","0.196429","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","12","0.214286","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","13","0.232143","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","14","0.250000","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","15","0.267857","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","16","0.285714","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","17","0.303571","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","18","0.321429","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","19","0.339286","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","20","0.357143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","21","0.375000","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","22","0.392857","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","23","0.410714","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","24","0.428571","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","25","0.446429","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","26","0.464286","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","27","0.482143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","28","0.500000","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","29","0.517857","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","30","0.535714","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","31","0.553571","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","32","0.571429","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","33","0.589286","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","34","0.607143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","35","0.625000","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","36","0.642857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","37","0.660714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","38","0.678571","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","39","0.696429","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","40","0.714286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","41","0.732143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","42","0.750000","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","43","0.767857","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","44","0.785714","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","45","0.803571","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","46","0.821429","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","47","0.839286","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","48","0.857143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","49","0.875000","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","50","0.892857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","51","0.910714","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","52","0.928571","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","53","0.946429","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","54","0.964286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","55","0.982143","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","5","56","1.000000","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","1","0.017857","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","2","0.035714","2","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","3","0.053571","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","4","0.071429","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","5","0.089286","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","6","0.107143","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","7","0.125000","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","8","0.142857","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","9","0.160714","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","10","0.178571","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","11","0.196429","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","12","0.214286","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","13","0.232143","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","14","0.250000","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","15","0.267857","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","16","0.285714","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","17","0.303571","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","18","0.321429","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","19","0.339286","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","20","0.357143","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","21","0.375000","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","22","0.392857","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","23","0.410714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","24","0.428571","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","25","0.446429","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","26","0.464286","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","27","0.482143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","28","0.500000","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","29","0.517857","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","30","0.535714","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","31","0.553571","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","32","0.571429","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","33","0.589286","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","34","0.607143","2","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","35","0.625000","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","36","0.642857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","37","0.660714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","38","0.678571","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","39","0.696429","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","40","0.714286","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","41","0.732143","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","42","0.750000","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","43","0.767857","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","44","0.785714","2","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","45","0.803571","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","46","0.821429","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","47","0.839286","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","48","0.857143","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","49","0.875000","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","50","0.892857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","51","0.910714","1","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","52","0.928571","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","53","0.946429","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","54","0.964286","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","55","0.982143","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","6","56","1.000000","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","1","0.017857","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","2","0.035714","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","3","0.053571","1","2+1","2","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","4","0.071429","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","5","0.089286","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","6","0.107143","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","7","0.125000","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","8","0.142857","2","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","9","0.160714","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","10","0.178571","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","11","0.196429","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","12","0.214286","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","13","0.232143","1","1+1+1","3","3","0"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","14","0.250000","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","15","0.267857","1","3","1","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","16","0.285714","2","2+1","2","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","17","0.303571","1","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","18","0.321429","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","19","0.339286","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","20","0.357143","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","21","0.375000","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","22","0.392857","2","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","23","0.410714","1","1+1+1","3","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","24","0.428571","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","25","0.446429","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","26","0.464286","2","2+1","2","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","27","0.482143","1","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","28","0.500000","2","1+1+1","3","0","3"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","29","0.517857","1","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","30","0.535714","2","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","31","0.553571","1","2+1","2","1","2"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","32","0.571429","2","1+1+1","3","2","1"
"7x7-p84","7x7-p84-uct-0500","uct-0500","7","33","0.589286","1","2+1","2","1","2"
