"board","experiment_id","search_level","game_index","supply_share","objective_share","secured_supply","secured_objectives","secured_supply_per_placement","secured_objectives_per_placement","secured_objectives_per_available_objective","secured_supply_events","secured_supply_later_use_rate","mean_regions_used"
"7x7-p72","7x7-seeded-random","seeded-random","36","0.6388888888888888","0.3611111111111111","3","3","0.020833333333333332","0.020833333333333332","0.061224489795918366","3","0.3333333333333333","2.6875"
"7x7-p72","7x7-seeded-random","seeded-random","37","0.6527777777777778","0.3472222222222222","7","2","0.04861111111111111","0.013888888888888888","0.04081632653061224","7","0.42857142857142855","2.625"
"7x7-p72","7x7-seeded-random","seeded-random","38","0.5625","0.4375","4","7","0.027777777777777776","0.04861111111111111","0.14285714285714285","4","0.75","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","39","0.5833333333333334","0.4166666666666667","4","2","0.027777777777777776","0.013888888888888888","0.04081632653061224","4","0.5","2.75"
"7x7-p72","7x7-seeded-random","seeded-random","40","0.5972222222222222","0.4027777777777778","4","6","0.027777777777777776","0.041666666666666664","0.12244897959183673","4","0.5","2.7916666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","41","0.6666666666666666","0.3333333333333333","5","3","0.034722222222222224","0.020833333333333332","0.061224489795918366","5","0.6","2.4583333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","42","0.6805555555555556","0.3194444444444444","7","3","0.04861111111111111","0.020833333333333332","0.061224489795918366","7","0.2857142857142857","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","43","0.6666666666666666","0.3333333333333333","5","2","0.034722222222222224","0.013888888888888888","0.04081632653061224","5","0.8","2.6875"
"7x7-p72","7x7-seeded-random","seeded-random","44","0.5486111111111112","0.4513888888888889","4","5","0.027777777777777776","0.034722222222222224","0.10204081632653061","4","0.5","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","45","0.7013888888888888","0.2986111111111111","4","3","0.027777777777777776","0.020833333333333332","0.061224489795918366","4","0.25","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","46","0.5833333333333334","0.4166666666666667","2","2","0.013888888888888888","0.013888888888888888","0.04081632653061224","2","0","2.8333333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","47","0.5902777777777778","0.4097222222222222","2","4","0.013888888888888888","0.027777777777777776","0.08163265306122448","2","1","2.625"
"7x7-p72","7x7-seeded-random","seeded-random","48","0.6041666666666666","0.3958333333333333","3","4","0.020833333333333332","0.027777777777777776","0.08163265306122448","3","0","2.7916666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","49","0.6527777777777778","0.3472222222222222","3","3","0.020833333333333332","0.020833333333333332","0.061224489795918366","3","0.3333333333333333","2.5625"
"7x7-p72","7x7-seeded-random","seeded-random","50","0.6736111111111112","0.3263888888888889","6","2","0.041666666666666664","0.013888888888888888","0.04081632653061224","6","0","2.7708333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","51","0.6944444444444444","0.3055555555555556","4","3","0.027777777777777776","0.020833333333333332","0.061224489795918366","4","0.5","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","52","0.625","0.375","5","6","0.034722222222222224","0.041666666666666664","0.12244897959183673","5","0.2","2.7708333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","53","0.625","0.375","5","4","0.034722222222222224","0.027777777777777776","0.08163265306122448","5","0.6","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","54","0.6527777777777778","0.3472222222222222","6","4","0.041666666666666664","0.027777777777777776","0.08163265306122448","6","0.3333333333333333","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","55","0.7430555555555556","0.2569444444444444","2","2","0.013888888888888888","0.013888888888888888","0.04081632653061224","2","0","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","56","0.6388888888888888","0.3611111111111111","4","2","0.027777777777777776","0.013888888888888888","0.04081632653061224","4","0.25","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","57","0.6666666666666666","0.3333333333333333","6","5","0.041666666666666664","0.034722222222222224","0.10204081632653061","6","0.6666666666666666","2.5833333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","58","0.5902777777777778","0.4097222222222222","3","7","0.020833333333333332","0.04861111111111111","0.14285714285714285","3","0.6666666666666666","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","59","0.6041666666666666","0.3958333333333333","4","4","0.027777777777777776","0.027777777777777776","0.08163265306122448","4","0.5","2.8125"
"7x7-p72","7x7-seeded-random","seeded-random","60","0.6319444444444444","0.3680555555555556","4","2","0.027777777777777776","0.013888888888888888","0.04081632653061224","4","0.5","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","61","0.6180555555555556","0.3819444444444444","5","3","0.034722222222222224","0.020833333333333332","0.061224489795918366","5","0.4","2.625"
"7x7-p72","7x7-seeded-random","seeded-random","62","0.5902777777777778","0.4097222222222222","2","5","0.013888888888888888","0.034722222222222224","0.10204081632653061","2","0.5","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","63","0.6458333333333334","0.3541666666666667","5","3","0.034722222222222224","0.020833333333333332","0.061224489795918366","5","0","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","64","0.6666666666666666","0.3333333333333333","3","2","0.020833333333333332","0.013888888888888888","0.04081632653061224","3","0.6666666666666666","2.5416666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","65","0.6180555555555556","0.3819444444444444","7","4","0.04861111111111111","0.027777777777777776","0.08163265306122448","7","0.14285714285714285","2.8125"
"7x7-p72","7x7-seeded-random","seeded-random","66","0.6597222222222222","0.3402777777777778","7","3","0.04861111111111111","0.020833333333333332","0.061224489795918366","7","0.14285714285714285","2.7708333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","67","0.6041666666666666","0.3958333333333333","4","7","0.027777777777777776","0.04861111111111111","0.14285714285714285","4","1","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","68","0.6736111111111112","0.3263888888888889","8","3","0.05555555555555555","0.020833333333333332","0.061224489795918366","8","0.25","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","69","0.5763888888888888","0.4236111111111111","6","5","0.041666666666666664","0.034722222222222224","0.10204081632653061","6","0.16666666666666666","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","70","0.625","0.375","5","3","0.034722222222222224","0.020833333333333332","0.061224489795918366","5","0.4","2.7708333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","71","0.6527777777777778","0.3472222222222222","4","3","0.027777777777777776","0.020833333333333332","0.061224489795918366","4","0.75","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","72","0.6319444444444444","0.3680555555555556","7","4","0.04861111111111111","0.027777777777777776","0.08163265306122448","7","0.42857142857142855","2.6041666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","73","0.6041666666666666","0.3958333333333333","8","5","0.05555555555555555","0.034722222222222224","0.10204081632653061","8","0","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","74","0.6041666666666666","0.3958333333333333","3","4","0.020833333333333332","0.027777777777777776","0.08163265306122448","3","0.3333333333333333","2.6041666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","75","0.6388888888888888","0.3611111111111111","6","3","0.041666666666666664","0.020833333333333332","0.061224489795918366","6","0.16666666666666666","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","76","0.5833333333333334","0.4166666666666667","2","4","0.013888888888888888","0.027777777777777776","0.08163265306122448","2","1","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","77","0.6180555555555556","0.3819444444444444","8","5","0.05555555555555555","0.034722222222222224","0.10204081632653061","8","0.25","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","78","0.6944444444444444","0.3055555555555556","3","3","0.020833333333333332","0.020833333333333332","0.061224489795918366","3","0","2.8541666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","79","0.5555555555555556","0.4444444444444444","3","7","0.020833333333333332","0.04861111111111111","0.14285714285714285","3","1","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","80","0.5833333333333334","0.4166666666666667","3","2","0.020833333333333332","0.013888888888888888","0.04081632653061224","3","0.3333333333333333","2.75"
"7x7-p72","7x7-seeded-random","seeded-random","81","0.7222222222222222","0.2777777777777778","4","3","0.027777777777777776","0.020833333333333332","0.061224489795918366","4","0.25","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","82","0.7013888888888888","0.2986111111111111","8","2","0.05555555555555555","0.013888888888888888","0.04081632653061224","8","0","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","83","0.6666666666666666","0.3333333333333333","6","1","0.041666666666666664","0.006944444444444444","0.02040816326530612","6","0.16666666666666666","2.5833333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","84","0.5902777777777778","0.4097222222222222","4","7","0.027777777777777776","0.04861111111111111","0.14285714285714285","4","0.25","2.625"
"7x7-p72","7x7-seeded-random","seeded-random","85","0.5902777777777778","0.4097222222222222","1","3","0.006944444444444444","0.020833333333333332","0.061224489795918366","1","1","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","86","0.6180555555555556","0.3819444444444444","5","1","0.034722222222222224","0.006944444444444444","0.02040816326530612","5","0.8","2.6458333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","87","0.6666666666666666","0.3333333333333333","4","4","0.027777777777777776","0.027777777777777776","0.08163265306122448","4","0.25","2.6875"
"7x7-p72","7x7-seeded-random","seeded-random","88","0.6597222222222222","0.3402777777777778","7","4","0.04861111111111111","0.027777777777777776","0.08163265306122448","7","0.42857142857142855","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","89","0.625","0.375","2","2","0.013888888888888888","0.013888888888888888","0.04081632653061224","2","0","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","90","0.6111111111111112","0.3888888888888889","6","6","0.041666666666666664","0.041666666666666664","0.12244897959183673","6","0.6666666666666666","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","91","0.6666666666666666","0.3333333333333333","6","3","0.041666666666666664","0.020833333333333332","0.061224489795918366","6","0.5","2.8125"
"7x7-p72","7x7-seeded-random","seeded-random","92","0.6319444444444444","0.3680555555555556","4","2","0.027777777777777776","0.013888888888888888","0.04081632653061224","4","0.25","2.625"
"7x7-p72","7x7-seeded-random","seeded-random","93","0.7013888888888888","0.2986111111111111","7","0","0.04861111111111111","0","0","7","0.2857142857142857","2.75"
"7x7-p72","7x7-seeded-random","seeded-random","94","0.6527777777777778","0.3472222222222222","3","5","0.020833333333333332","0.034722222222222224","0.10204081632653061","3","0.6666666666666666","2.7291666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","95","0.6319444444444444","0.3680555555555556","3","4","0.020833333333333332","0.027777777777777776","0.08163265306122448","3","0","2.7083333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","96","0.6597222222222222","0.3402777777777778","6","4","0.041666666666666664","0.027777777777777776","0.08163265306122448","6","0.6666666666666666","2.7708333333333335"
"7x7-p72","7x7-seeded-random","seeded-random","97","0.6944444444444444","0.3055555555555556","5","2","0.034722222222222224","0.013888888888888888","0.04081632653061224","5","0.2","2.75"
"7x7-p72","7x7-seeded-random","seeded-random","98","0.6597222222222222","0.3402777777777778","1","1","0.006944444444444444","0.006944444444444444","0.02040816326530612","1","0","2.6666666666666665"
"7x7-p72","7x7-seeded-random","seeded-random","99","0.6319444444444444","0.3680555555555556","3","4","0.020833333333333332","0.027777777777777776","0.08163265306122448","3","0.3333333333333333","2.75"
"7x7-p72","7x7-seeded-random","seeded-random","100","0.6736111111111112","0.3263888888888889","6","3","0.041666666666666664","0.020833333333333332","0.061224489795918366","6","0.16666666666666666","2.6458333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","1","0.5","0.5","2","15","0.013888888888888888","0.10416666666666667","0.30612244897959184","2","0.5","2.7708333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","2","0.5138888888888888","0.4861111111111111","1","8","0.006944444444444444","0.05555555555555555","0.16326530612244897","1","0","2.5833333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","3","0.5833333333333334","0.4166666666666667","2","11","0.013888888888888888","0.0763888888888889","0.22448979591836735","2","0.5","2.6666666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","4","0.5902777777777778","0.4097222222222222","3","12","0.020833333333333332","0.08333333333333333","0.24489795918367346","3","0.3333333333333333","2.5833333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","5","0.5555555555555556","0.4444444444444444","2","10","0.013888888888888888","0.06944444444444445","0.20408163265306123","2","0","2.6875"
"7x7-p72","7x7-uct-0100","uct-0100","6","0.5555555555555556","0.4444444444444444","1","14","0.006944444444444444","0.09722222222222222","0.2857142857142857","1","1","2.5833333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","7","0.5555555555555556","0.4444444444444444","1","10","0.006944444444444444","0.06944444444444445","0.20408163265306123","1","0","2.7083333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","8","0.5694444444444444","0.4305555555555556","2","10","0.013888888888888888","0.06944444444444445","0.20408163265306123","2","1","2.6041666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","9","0.5902777777777778","0.4097222222222222","4","12","0.027777777777777776","0.08333333333333333","0.24489795918367346","4","0.75","2.75"
"7x7-p72","7x7-uct-0100","uct-0100","10","0.5347222222222222","0.4652777777777778","0","12","0","0.08333333333333333","0.24489795918367346","0","","2.7083333333333335"
