"board","experiment_id","search_level","game_index","supply_share","objective_share","secured_supply","secured_objectives","secured_supply_per_placement","secured_objectives_per_placement","secured_objectives_per_available_objective","secured_supply_events","secured_supply_later_use_rate","mean_regions_used"
"7x7-p72","7x7-uct-0100","uct-0100","11","0.5416666666666666","0.4583333333333333","3","12","0.020833333333333332","0.08333333333333333","0.24489795918367346","3","0.3333333333333333","2.6666666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","12","0.6041666666666666","0.3958333333333333","2","12","0.013888888888888888","0.08333333333333333","0.24489795918367346","2","0","2.6041666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","13","0.5694444444444444","0.4305555555555556","1","9","0.006944444444444444","0.0625","0.1836734693877551","1","0","2.7083333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","14","0.6111111111111112","0.3888888888888889","4","6","0.027777777777777776","0.041666666666666664","0.12244897959183673","4","0.5","2.5625"
"7x7-p72","7x7-uct-0100","uct-0100","15","0.5763888888888888","0.4236111111111111","2","10","0.013888888888888888","0.06944444444444445","0.20408163265306123","2","1","2.6458333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","16","0.5486111111111112","0.4513888888888889","1","13","0.006944444444444444","0.09027777777777778","0.2653061224489796","1","1","2.7291666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","17","0.5208333333333334","0.4791666666666667","3","11","0.020833333333333332","0.0763888888888889","0.22448979591836735","3","0","2.8125"
"7x7-p72","7x7-uct-0100","uct-0100","18","0.5138888888888888","0.4861111111111111","2","12","0.013888888888888888","0.08333333333333333","0.24489795918367346","2","1","2.7708333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","19","0.5416666666666666","0.4583333333333333","2","16","0.013888888888888888","0.1111111111111111","0.32653061224489793","2","1","2.625"
"7x7-p72","7x7-uct-0100","uct-0100","20","0.6458333333333334","0.3541666666666667","2","8","0.013888888888888888","0.05555555555555555","0.16326530612244897","2","0","2.6875"
"7x7-p72","7x7-uct-0100","uct-0100","21","0.5277777777777778","0.4722222222222222","1","11","0.006944444444444444","0.0763888888888889","0.22448979591836735","1","1","2.7708333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","22","0.5486111111111112","0.4513888888888889","3","14","0.020833333333333332","0.09722222222222222","0.2857142857142857","3","0.6666666666666666","2.6458333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","23","0.5833333333333334","0.4166666666666667","7","15","0.04861111111111111","0.10416666666666667","0.30612244897959184","7","0.2857142857142857","2.6041666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","24","0.6041666666666666","0.3958333333333333","2","9","0.013888888888888888","0.0625","0.1836734693877551","2","0.5","2.7083333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","25","0.5972222222222222","0.4027777777777778","3","12","0.020833333333333332","0.08333333333333333","0.24489795918367346","3","0.6666666666666666","2.6875"
"7x7-p72","7x7-uct-0100","uct-0100","26","0.5694444444444444","0.4305555555555556","4","14","0.027777777777777776","0.09722222222222222","0.2857142857142857","4","0","2.75"
"7x7-p72","7x7-uct-0100","uct-0100","27","0.5902777777777778","0.4097222222222222","4","9","0.027777777777777776","0.0625","0.1836734693877551","4","0.5","2.6458333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","28","0.5625","0.4375","4","15","0.027777777777777776","0.10416666666666667","0.30612244897959184","4","0.5","2.7291666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","29","0.5763888888888888","0.4236111111111111","1","15","0.006944444444444444","0.10416666666666667","0.30612244897959184","1","1","2.7291666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","30","0.6458333333333334","0.3541666666666667","9","9","0.0625","0.0625","0.1836734693877551","9","0.2222222222222222","2.5625"
"7x7-p72","7x7-uct-0100","uct-0100","31","0.5833333333333334","0.4166666666666667","2","13","0.013888888888888888","0.09027777777777778","0.2653061224489796","2","0.5","2.6666666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","32","0.6458333333333334","0.3541666666666667","5","7","0.034722222222222224","0.04861111111111111","0.14285714285714285","5","0.6","2.6041666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","33","0.5625","0.4375","6","14","0.041666666666666664","0.09722222222222222","0.2857142857142857","6","0.6666666666666666","2.6666666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","34","0.5694444444444444","0.4305555555555556","2","8","0.013888888888888888","0.05555555555555555","0.16326530612244897","2","0","2.7083333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","35","0.5416666666666666","0.4583333333333333","1","13","0.006944444444444444","0.09027777777777778","0.2653061224489796","1","1","2.75"
"7x7-p72","7x7-uct-0100","uct-0100","36","0.4930555555555556","0.5069444444444444","2","15","0.013888888888888888","0.10416666666666667","0.30612244897959184","2","0.5","2.75"
"7x7-p72","7x7-uct-0100","uct-0100","37","0.5833333333333334","0.4166666666666667","5","9","0.034722222222222224","0.0625","0.1836734693877551","5","0.4","2.7708333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","38","0.5833333333333334","0.4166666666666667","4","11","0.027777777777777776","0.0763888888888889","0.22448979591836735","4","0.25","2.7708333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","39","0.5833333333333334","0.4166666666666667","2","12","0.013888888888888888","0.08333333333333333","0.24489795918367346","2","0.5","2.7291666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","40","0.5208333333333334","0.4791666666666667","2","10","0.013888888888888888","0.06944444444444445","0.20408163265306123","2","0","2.7083333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","41","0.5416666666666666","0.4583333333333333","5","8","0.034722222222222224","0.05555555555555555","0.16326530612244897","5","0","2.75"
"7x7-p72","7x7-uct-0100","uct-0100","42","0.5486111111111112","0.4513888888888889","3","12","0.020833333333333332","0.08333333333333333","0.24489795918367346","3","0.3333333333333333","2.7291666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","43","0.5763888888888888","0.4236111111111111","1","10","0.006944444444444444","0.06944444444444445","0.20408163265306123","1","1","2.7708333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","44","0.5486111111111112","0.4513888888888889","1","13","0.006944444444444444","0.09027777777777778","0.2653061224489796","1","1","2.7916666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","45","0.5277777777777778","0.4722222222222222","2","12","0.013888888888888888","0.08333333333333333","0.24489795918367346","2","0.5","2.6875"
"7x7-p72","7x7-uct-0100","uct-0100","46","0.5833333333333334","0.4166666666666667","2","12","0.013888888888888888","0.08333333333333333","0.24489795918367346","2","0","2.7083333333333335"
"7x7-p72","7x7-uct-0100","uct-0100","47","0.5277777777777778","0.4722222222222222","2","9","0.013888888888888888","0.0625","0.1836734693877551","2","0.5","2.7291666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","48","0.5486111111111112","0.4513888888888889","3","13","0.020833333333333332","0.09027777777777778","0.2653061224489796","3","0","2.6666666666666665"
"7x7-p72","7x7-uct-0100","uct-0100","49","0.5138888888888888","0.4861111111111111","3","12","0.020833333333333332","0.08333333333333333","0.24489795918367346","3","0.6666666666666666","2.75"
"7x7-p72","7x7-uct-0100","uct-0100","50","0.5486111111111112","0.4513888888888889","3","13","0.020833333333333332","0.09027777777777778","0.2653061224489796","3","0.3333333333333333","2.7291666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","1","0.4513888888888889","0.5486111111111112","2","22","0.013888888888888888","0.1527777777777778","0.4489795918367347","2","1","2.5416666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","2","0.4722222222222222","0.5277777777777778","2","18","0.013888888888888888","0.125","0.3673469387755102","2","0.5","2.5625"
"7x7-p72","7x7-uct-0500","uct-0500","3","0.4375","0.5625","1","21","0.006944444444444444","0.14583333333333334","0.42857142857142855","1","1","2.5208333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","4","0.4861111111111111","0.5138888888888888","1","15","0.006944444444444444","0.10416666666666667","0.30612244897959184","1","0","2.7291666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","5","0.4583333333333333","0.5416666666666666","3","19","0.020833333333333332","0.13194444444444445","0.3877551020408163","3","0.6666666666666666","2.6875"
"7x7-p72","7x7-uct-0500","uct-0500","6","0.5277777777777778","0.4722222222222222","1","17","0.006944444444444444","0.11805555555555555","0.3469387755102041","1","0","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","7","0.5347222222222222","0.4652777777777778","4","14","0.027777777777777776","0.09722222222222222","0.2857142857142857","4","0.5","2.7083333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","8","0.4861111111111111","0.5138888888888888","3","17","0.020833333333333332","0.11805555555555555","0.3469387755102041","3","0.6666666666666666","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","9","0.4375","0.5625","1","18","0.006944444444444444","0.125","0.3673469387755102","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","10","0.5069444444444444","0.4930555555555556","2","16","0.013888888888888888","0.1111111111111111","0.32653061224489793","2","0","2.625"
"7x7-p72","7x7-uct-0500","uct-0500","11","0.4513888888888889","0.5486111111111112","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","1","2.7708333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","12","0.4652777777777778","0.5347222222222222","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","13","0.4861111111111111","0.5138888888888888","3","20","0.020833333333333332","0.1388888888888889","0.40816326530612246","3","0","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","14","0.4861111111111111","0.5138888888888888","2","19","0.013888888888888888","0.13194444444444445","0.3877551020408163","2","0.5","2.6041666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","15","0.5138888888888888","0.4861111111111111","1","19","0.006944444444444444","0.13194444444444445","0.3877551020408163","1","0","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","16","0.4375","0.5625","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.6458333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","17","0.4375","0.5625","3","22","0.020833333333333332","0.1527777777777778","0.4489795918367347","3","0.3333333333333333","2.5416666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","18","0.5","0.5","3","16","0.020833333333333332","0.1111111111111111","0.32653061224489793","3","1","2.7291666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","19","0.4722222222222222","0.5277777777777778","4","20","0.027777777777777776","0.1388888888888889","0.40816326530612246","4","0","2.5625"
"7x7-p72","7x7-uct-0500","uct-0500","20","0.5069444444444444","0.4930555555555556","3","17","0.020833333333333332","0.11805555555555555","0.3469387755102041","3","0.6666666666666666","2.75"
"7x7-p72","7x7-uct-0500","uct-0500","21","0.4444444444444444","0.5555555555555556","1","19","0.006944444444444444","0.13194444444444445","0.3877551020408163","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","22","0.5208333333333334","0.4791666666666667","2","17","0.013888888888888888","0.11805555555555555","0.3469387755102041","2","1","2.625"
"7x7-p72","7x7-uct-0500","uct-0500","23","0.4583333333333333","0.5416666666666666","2","20","0.013888888888888888","0.1388888888888889","0.40816326530612246","2","0.5","2.6041666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","24","0.4097222222222222","0.5902777777777778","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.7083333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","25","0.4861111111111111","0.5138888888888888","1","18","0.006944444444444444","0.125","0.3673469387755102","1","1","2.5"
"7x7-p72","7x7-uct-0500","uct-0500","26","0.4236111111111111","0.5763888888888888","1","19","0.006944444444444444","0.13194444444444445","0.3877551020408163","1","0","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","27","0.4652777777777778","0.5347222222222222","0","21","0","0.14583333333333334","0.42857142857142855","0","","2.7291666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","28","0.4791666666666667","0.5208333333333334","1","16","0.006944444444444444","0.1111111111111111","0.32653061224489793","1","1","2.5625"
"7x7-p72","7x7-uct-0500","uct-0500","29","0.4444444444444444","0.5555555555555556","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","1","2.6041666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","30","0.5555555555555556","0.4444444444444444","5","16","0.034722222222222224","0.1111111111111111","0.32653061224489793","5","0.4","2.5208333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","31","0.4583333333333333","0.5416666666666666","1","21","0.006944444444444444","0.14583333333333334","0.42857142857142855","1","0","2.625"
"7x7-p72","7x7-uct-0500","uct-0500","32","0.4652777777777778","0.5347222222222222","0","19","0","0.13194444444444445","0.3877551020408163","0","","2.6875"
"7x7-p72","7x7-uct-0500","uct-0500","33","0.4166666666666667","0.5833333333333334","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.8125"
"7x7-p72","7x7-uct-0500","uct-0500","34","0.4375","0.5625","3","20","0.020833333333333332","0.1388888888888889","0.40816326530612246","3","0.6666666666666666","2.5416666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","35","0.4652777777777778","0.5347222222222222","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.625"
"7x7-p72","7x7-uct-0500","uct-0500","36","0.4583333333333333","0.5416666666666666","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.7708333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","37","0.4305555555555556","0.5694444444444444","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.6041666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","38","0.4375","0.5625","1","16","0.006944444444444444","0.1111111111111111","0.32653061224489793","1","0","2.7291666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","39","0.5347222222222222","0.4652777777777778","1","15","0.006944444444444444","0.10416666666666667","0.30612244897959184","1","0","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","40","0.4861111111111111","0.5138888888888888","2","14","0.013888888888888888","0.09722222222222222","0.2857142857142857","2","0.5","2.7083333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","41","0.4583333333333333","0.5416666666666666","2","21","0.013888888888888888","0.14583333333333334","0.42857142857142855","2","0.5","2.6666666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","42","0.4305555555555556","0.5694444444444444","0","22","0","0.1527777777777778","0.4489795918367347","0","","2.5"
"7x7-p72","7x7-uct-0500","uct-0500","43","0.4444444444444444","0.5555555555555556","2","21","0.013888888888888888","0.14583333333333334","0.42857142857142855","2","1","2.6458333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","44","0.5277777777777778","0.4722222222222222","4","19","0.027777777777777776","0.13194444444444445","0.3877551020408163","4","0.25","2.5833333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","45","0.4444444444444444","0.5555555555555556","2","18","0.013888888888888888","0.125","0.3673469387755102","2","0","2.6041666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","46","0.5","0.5","2","14","0.013888888888888888","0.09722222222222222","0.2857142857142857","2","0.5","2.6458333333333335"
"7x7-p72","7x7-uct-0500","uct-0500","47","0.5069444444444444","0.4930555555555556","0","17","0","0.11805555555555555","0.3469387755102041","0","","2.625"
"7x7-p72","7x7-uct-0500","uct-0500","48","0.4930555555555556","0.5069444444444444","2","16","0.013888888888888888","0.1111111111111111","0.32653061224489793","2","1","2.6875"
"7x7-p72","7x7-uct-0500","uct-0500","49","0.4513888888888889","0.5486111111111112","3","20","0.020833333333333332","0.1388888888888889","0.40816326530612246","3","1","2.6666666666666665"
"7x7-p72","7x7-uct-0500","uct-0500","50","0.5208333333333334","0.4791666666666667","1","18","0.006944444444444444","0.125","0.3673469387755102","1","0","2.5"
"7x7-p72","7x7-uct-1000","uct-1000","1","0.375","0.625","0","21","0","0.14583333333333334","0.42857142857142855","0","","2.5416666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","2","0.4513888888888889","0.5486111111111112","1","21","0.006944444444444444","0.14583333333333334","0.42857142857142855","1","0","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","3","0.4027777777777778","0.5972222222222222","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","1","2.5833333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","4","0.3888888888888889","0.6111111111111112","0","22","0","0.1527777777777778","0.4489795918367347","0","","2.4791666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","5","0.3680555555555556","0.6319444444444444","0","26","0","0.18055555555555555","0.5306122448979592","0","","2.7291666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","6","0.4236111111111111","0.5763888888888888","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","1","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","7","0.4861111111111111","0.5138888888888888","1","17","0.006944444444444444","0.11805555555555555","0.3469387755102041","1","1","2.75"
"7x7-p72","7x7-uct-1000","uct-1000","8","0.4097222222222222","0.5902777777777778","2","23","0.013888888888888888","0.1597222222222222","0.46938775510204084","2","1","2.4791666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","9","0.4166666666666667","0.5833333333333334","1","21","0.006944444444444444","0.14583333333333334","0.42857142857142855","1","0","2.5833333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","10","0.3958333333333333","0.6041666666666666","2","23","0.013888888888888888","0.1597222222222222","0.46938775510204084","2","0.5","2.5416666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","11","0.4861111111111111","0.5138888888888888","1","21","0.006944444444444444","0.14583333333333334","0.42857142857142855","1","1","2.625"
"7x7-p72","7x7-uct-1000","uct-1000","12","0.3611111111111111","0.6388888888888888","0","23","0","0.1597222222222222","0.46938775510204084","0","","2.6458333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","13","0.4166666666666667","0.5833333333333334","1","23","0.006944444444444444","0.1597222222222222","0.46938775510204084","1","1","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","14","0.4652777777777778","0.5347222222222222","2","23","0.013888888888888888","0.1597222222222222","0.46938775510204084","2","0.5","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","15","0.375","0.625","0","25","0","0.1736111111111111","0.5102040816326531","0","","2.5"
"7x7-p72","7x7-uct-1000","uct-1000","16","0.3472222222222222","0.6527777777777778","1","23","0.006944444444444444","0.1597222222222222","0.46938775510204084","1","1","2.5833333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","17","0.4027777777777778","0.5972222222222222","1","21","0.006944444444444444","0.14583333333333334","0.42857142857142855","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","18","0.3819444444444444","0.6180555555555556","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","0","2.625"
"7x7-p72","7x7-uct-1000","uct-1000","19","0.4027777777777778","0.5972222222222222","1","24","0.006944444444444444","0.16666666666666666","0.4897959183673469","1","1","2.4583333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","20","0.4791666666666667","0.5208333333333334","0","19","0","0.13194444444444445","0.3877551020408163","0","","2.7291666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","21","0.4930555555555556","0.5069444444444444","1","18","0.006944444444444444","0.125","0.3673469387755102","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","22","0.3888888888888889","0.6111111111111112","2","20","0.013888888888888888","0.1388888888888889","0.40816326530612246","2","0","2.7708333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","23","0.4583333333333333","0.5416666666666666","0","21","0","0.14583333333333334","0.42857142857142855","0","","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","24","0.4513888888888889","0.5486111111111112","3","21","0.020833333333333332","0.14583333333333334","0.42857142857142855","3","0.3333333333333333","2.7291666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","25","0.4027777777777778","0.5972222222222222","2","24","0.013888888888888888","0.16666666666666666","0.4897959183673469","2","0.5","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","26","0.4097222222222222","0.5902777777777778","0","22","0","0.1527777777777778","0.4489795918367347","0","","2.4791666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","27","0.4444444444444444","0.5555555555555556","2","22","0.013888888888888888","0.1527777777777778","0.4489795918367347","2","0.5","2.6041666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","28","0.4722222222222222","0.5277777777777778","2","22","0.013888888888888888","0.1527777777777778","0.4489795918367347","2","1","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","29","0.3958333333333333","0.6041666666666666","1","23","0.006944444444444444","0.1597222222222222","0.46938775510204084","1","0","2.5416666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","30","0.4444444444444444","0.5555555555555556","2","21","0.013888888888888888","0.14583333333333334","0.42857142857142855","2","0.5","2.625"
"7x7-p72","7x7-uct-1000","uct-1000","31","0.4027777777777778","0.5972222222222222","0","24","0","0.16666666666666666","0.4897959183673469","0","","2.5416666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","32","0.3611111111111111","0.6388888888888888","0","20","0","0.1388888888888889","0.40816326530612246","0","","2.6666666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","33","0.4583333333333333","0.5416666666666666","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","1","2.4375"
"7x7-p72","7x7-uct-1000","uct-1000","34","0.4513888888888889","0.5486111111111112","2","21","0.013888888888888888","0.14583333333333334","0.42857142857142855","2","0","2.6041666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","35","0.4375","0.5625","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","36","0.4583333333333333","0.5416666666666666","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","1","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","37","0.3888888888888889","0.6111111111111112","2","24","0.013888888888888888","0.16666666666666666","0.4897959183673469","2","0.5","2.6041666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","38","0.375","0.625","1","26","0.006944444444444444","0.18055555555555555","0.5306122448979592","1","0","2.625"
"7x7-p72","7x7-uct-1000","uct-1000","39","0.4375","0.5625","2","22","0.013888888888888888","0.1527777777777778","0.4489795918367347","2","0.5","2.625"
"7x7-p72","7x7-uct-1000","uct-1000","40","0.3680555555555556","0.6319444444444444","0","21","0","0.14583333333333334","0.42857142857142855","0","","2.6041666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","41","0.4236111111111111","0.5763888888888888","1","19","0.006944444444444444","0.13194444444444445","0.3877551020408163","1","1","2.8333333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","42","0.4097222222222222","0.5902777777777778","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","0","2.7083333333333335"
"7x7-p72","7x7-uct-1000","uct-1000","43","0.3888888888888889","0.6111111111111112","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","0","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","44","0.4166666666666667","0.5833333333333334","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","1","2.5625"
"7x7-p72","7x7-uct-1000","uct-1000","45","0.5138888888888888","0.4861111111111111","4","17","0.027777777777777776","0.11805555555555555","0.3469387755102041","4","0.25","2.7291666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","46","0.4097222222222222","0.5902777777777778","0","18","0","0.125","0.3673469387755102","0","","2.625"
"7x7-p72","7x7-uct-1000","uct-1000","47","0.3958333333333333","0.6041666666666666","1","20","0.006944444444444444","0.1388888888888889","0.40816326530612246","1","0","2.6666666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","48","0.3541666666666667","0.6458333333333334","0","26","0","0.18055555555555555","0.5306122448979592","0","","2.6875"
"7x7-p72","7x7-uct-1000","uct-1000","49","0.4097222222222222","0.5902777777777778","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","0","2.4791666666666665"
"7x7-p72","7x7-uct-1000","uct-1000","50","0.3958333333333333","0.6041666666666666","1","22","0.006944444444444444","0.1527777777777778","0.4489795918367347","1","1","2.6666666666666665"
"7x7-p84","7x7-p84-seeded-random","seeded-random","1","0.6071428571428571","0.39285714285714285","6","5","0.03571428571428571","0.02976190476190476","0.10204081632653061","6","0.6666666666666666","2.6964285714285716"
"7x7-p84","7x7-p84-seeded-random","seeded-random","2","0.6190476190476191","0.38095238095238093","4","6","0.023809523809523808","0.03571428571428571","0.12244897959183673","4","0.25","2.6785714285714284"
"7x7-p84","7x7-p84-seeded-random","seeded-random","3","0.6607142857142857","0.3392857142857143","4","4","0.023809523809523808","0.023809523809523808","0.08163265306122448","4","0","2.732142857142857"
"7x7-p84","7x7-p84-seeded-random","seeded-random","4","0.6488095238095238","0.35119047619047616","5","2","0.02976190476190476","0.011904761904761904","0.04081632653061224","5","0.6","2.5"
"7x7-p84","7x7-p84-seeded-random","seeded-random","5","0.5892857142857143","0.4107142857142857","10","5","0.05952380952380952","0.02976190476190476","0.10204081632653061","10","0.3","2.767857142857143"
"7x7-p84","7x7-p84-seeded-random","seeded-random","6","0.6666666666666666","0.3333333333333333","8","5","0.047619047619047616","0.02976190476190476","0.10204081632653061","8","0.25","2.7142857142857144"
"7x7-p84","7x7-p84-seeded-random","seeded-random","7","0.6130952380952381","0.3869047619047619","10","4","0.05952380952380952","0.023809523809523808","0.08163265306122448","10","0.5","2.732142857142857"
"7x7-p84","7x7-p84-seeded-random","seeded-random","8","0.6369047619047619","0.3630952380952381","8","4","0.047619047619047616","0.023809523809523808","0.08163265306122448","8","0.5","2.8035714285714284"
"7x7-p84","7x7-p84-seeded-random","seeded-random","9","0.6488095238095238","0.35119047619047616","10","7","0.05952380952380952","0.041666666666666664","0.14285714285714285","10","0.5","2.625"
"7x7-p84","7x7-p84-seeded-random","seeded-random","10","0.6607142857142857","0.3392857142857143","11","2","0.06547619047619048","0.011904761904761904","0.04081632653061224","11","0.6363636363636364","2.642857142857143"
"7x7-p84","7x7-p84-seeded-random","seeded-random","11","0.6428571428571429","0.35714285714285715","8","3","0.047619047619047616","0.017857142857142856","0.061224489795918366","8","0.375","2.6964285714285716"
"7x7-p84","7x7-p84-seeded-random","seeded-random","12","0.6190476190476191","0.38095238095238093","2","5","0.011904761904761904","0.02976190476190476","0.10204081632653061","2","0.5","2.6785714285714284"
"7x7-p84","7x7-p84-seeded-random","seeded-random","13","0.625","0.375","9","8","0.05357142857142857","0.047619047619047616","0.16326530612244897","9","0.3333333333333333","2.607142857142857"
"7x7-p84","7x7-p84-seeded-random","seeded-random","14","0.6071428571428571","0.39285714285714285","7","9","0.041666666666666664","0.05357142857142857","0.1836734693877551","7","0.42857142857142855","2.6964285714285716"
"7x7-p84","7x7-p84-seeded-random","seeded-random","15","0.6666666666666666","0.3333333333333333","9","3","0.05357142857142857","0.017857142857142856","0.061224489795918366","9","0.1111111111111111","2.7142857142857144"
"7x7-p84","7x7-p84-seeded-random","seeded-random","16","0.5654761904761905","0.43452380952380953","7","7","0.041666666666666664","0.041666666666666664","0.14285714285714285","7","0.14285714285714285","2.5892857142857144"
"7x7-p84","7x7-p84-seeded-random","seeded-random","17","0.6309523809523809","0.36904761904761907","5","6","0.02976190476190476","0.03571428571428571","0.12244897959183673","5","0.8","2.7857142857142856"
"7x7-p84","7x7-p84-seeded-random","seeded-random","18","0.6904761904761905","0.30952380952380953","7","1","0.041666666666666664","0.005952380952380952","0.02040816326530612","7","0.5714285714285714","2.607142857142857"
"7x7-p84","7x7-p84-seeded-random","seeded-random","19","0.6190476190476191","0.38095238095238093","6","5","0.03571428571428571","0.02976190476190476","0.10204081632653061","6","0.3333333333333333","2.6964285714285716"
