"board","experiment_id","search_level","game_index","censor_mode","cohort_regions","final_band_survival_rate","mechanically_closed_rate","resolved_or_settled_rate","end_censored_rate","selectively_abandoned_rate"
"7x7-p72","7x7-seeded-random","seeded-random","36","turns4","9","0.8888888888888888","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","37","turns4","9","1","0","0.3333333333333333","0.2222222222222222","0.4444444444444444"
"7x7-p72","7x7-seeded-random","seeded-random","38","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","39","turns4","9","1","0","0.5555555555555556","0.3333333333333333","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","40","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","41","turns4","9","1","0","0.4444444444444444","0","0.5555555555555556"
"7x7-p72","7x7-seeded-random","seeded-random","42","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","43","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","44","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","45","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","46","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","47","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","48","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","49","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","50","turns4","8","1","0","0.375","0.375","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","51","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","52","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","53","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","54","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","55","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","56","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","57","turns4","9","0.8888888888888888","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","58","turns4","8","0.875","0","0.375","0.375","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","59","turns4","9","0.8888888888888888","0","0.3333333333333333","0.2222222222222222","0.4444444444444444"
"7x7-p72","7x7-seeded-random","seeded-random","60","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","61","turns4","9","0.8888888888888888","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","62","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","63","turns4","9","1","0","0.4444444444444444","0.1111111111111111","0.4444444444444444"
"7x7-p72","7x7-seeded-random","seeded-random","64","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","65","turns4","9","1","0","0.5555555555555556","0.4444444444444444","0"
"7x7-p72","7x7-seeded-random","seeded-random","66","turns4","8","1","0","0.5","0.375","0.125"
"7x7-p72","7x7-seeded-random","seeded-random","67","turns4","8","1","0","0.375","0.375","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","68","turns4","9","1","0","0.3333333333333333","0.2222222222222222","0.4444444444444444"
"7x7-p72","7x7-seeded-random","seeded-random","69","turns4","9","1","0","0.3333333333333333","0.6666666666666666","0"
"7x7-p72","7x7-seeded-random","seeded-random","70","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","71","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","72","turns4","9","1","0","0.2222222222222222","0.3333333333333333","0.4444444444444444"
"7x7-p72","7x7-seeded-random","seeded-random","73","turns4","9","1","0","0.5555555555555556","0.3333333333333333","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","74","turns4","9","1","0","0.3333333333333333","0.5555555555555556","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","75","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","76","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","77","turns4","8","1","0","0.375","0.5","0.125"
"7x7-p72","7x7-seeded-random","seeded-random","78","turns4","8","1","0","0.375","0.375","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","79","turns4","9","1","0","0.5555555555555556","0.3333333333333333","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","80","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","81","turns4","8","1","0","0.625","0.375","0"
"7x7-p72","7x7-seeded-random","seeded-random","82","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","83","turns4","9","1","0","0.2222222222222222","0.3333333333333333","0.4444444444444444"
"7x7-p72","7x7-seeded-random","seeded-random","84","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","85","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","86","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","87","turns4","9","0.8888888888888888","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","88","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","89","turns4","8","1","0","0.375","0.5","0.125"
"7x7-p72","7x7-seeded-random","seeded-random","90","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","91","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","92","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","93","turns4","8","1","0","0.5","0.375","0.125"
"7x7-p72","7x7-seeded-random","seeded-random","94","turns4","9","1","0","0.3333333333333333","0.5555555555555556","0.1111111111111111"
"7x7-p72","7x7-seeded-random","seeded-random","95","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-seeded-random","seeded-random","96","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","97","turns4","9","0.8888888888888888","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","98","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-seeded-random","seeded-random","99","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-seeded-random","seeded-random","100","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","1","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","2","turns4","9","0.8888888888888888","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","3","turns4","8","1","0","0.5","0.125","0.375"
"7x7-p72","7x7-uct-0100","uct-0100","4","turns4","8","1","0","0.375","0.375","0.25"
"7x7-p72","7x7-uct-0100","uct-0100","5","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","6","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","7","turns4","9","1","0","0.4444444444444444","0.1111111111111111","0.4444444444444444"
"7x7-p72","7x7-uct-0100","uct-0100","8","turns4","9","1","0","0.5555555555555556","0.3333333333333333","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","9","turns4","8","1","0","0.625","0.25","0.125"
"7x7-p72","7x7-uct-0100","uct-0100","10","turns4","8","1","0","0.625","0.25","0.125"
"7x7-p72","7x7-uct-0100","uct-0100","11","turns4","7","1","0","0.42857142857142855","0.14285714285714285","0.42857142857142855"
"7x7-p72","7x7-uct-0100","uct-0100","12","turns4","9","1","0","0.8888888888888888","0","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","13","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","14","turns4","9","1","0","0.4444444444444444","0","0.5555555555555556"
"7x7-p72","7x7-uct-0100","uct-0100","15","turns4","9","0.8888888888888888","0","0.5555555555555556","0.1111111111111111","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","16","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","17","turns4","9","0.8888888888888888","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","18","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","19","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","20","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","21","turns4","9","0.8888888888888888","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","22","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","23","turns4","9","0.8888888888888888","0","0.5555555555555556","0.1111111111111111","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","24","turns4","8","1","0","0.375","0.375","0.25"
"7x7-p72","7x7-uct-0100","uct-0100","25","turns4","9","1","0","0.6666666666666666","0","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","26","turns4","9","0.8888888888888888","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","27","turns4","9","0.8888888888888888","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","28","turns4","9","1","0","0.2222222222222222","0.3333333333333333","0.4444444444444444"
"7x7-p72","7x7-uct-0100","uct-0100","29","turns4","9","1","0","0.4444444444444444","0.1111111111111111","0.4444444444444444"
"7x7-p72","7x7-uct-0100","uct-0100","30","turns4","9","0.8888888888888888","0","0.2222222222222222","0.5555555555555556","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","31","turns4","9","1","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","32","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","33","turns4","9","0.8888888888888888","0","0.4444444444444444","0.3333333333333333","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","34","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-uct-0100","uct-0100","35","turns4","9","1","0","0.5555555555555556","0.1111111111111111","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","36","turns4","9","1","0","0.7777777777777778","0.1111111111111111","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","37","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","38","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","39","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","40","turns4","9","1","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","41","turns4","9","0.8888888888888888","0","0.4444444444444444","0.1111111111111111","0.4444444444444444"
"7x7-p72","7x7-uct-0100","uct-0100","42","turns4","9","1","0","0.3333333333333333","0.5555555555555556","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","43","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","44","turns4","9","1","0","0.3333333333333333","0.5555555555555556","0.1111111111111111"
"7x7-p72","7x7-uct-0100","uct-0100","45","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-uct-0100","uct-0100","46","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","47","turns4","9","1","0","0.3333333333333333","0.2222222222222222","0.4444444444444444"
"7x7-p72","7x7-uct-0100","uct-0100","48","turns4","9","0.8888888888888888","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0100","uct-0100","49","turns4","9","1","0","0.5555555555555556","0.4444444444444444","0"
"7x7-p72","7x7-uct-0100","uct-0100","50","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","1","turns4","8","0.875","0","0.5","0.125","0.375"
"7x7-p72","7x7-uct-0500","uct-0500","2","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","3","turns4","9","0.8888888888888888","0","0.3333333333333333","0.4444444444444444","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","4","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","5","turns4","9","0.8888888888888888","0","0.5555555555555556","0.3333333333333333","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","6","turns4","7","1","0","0.42857142857142855","0.42857142857142855","0.14285714285714285"
"7x7-p72","7x7-uct-0500","uct-0500","7","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","8","turns4","8","1","0","0.375","0.5","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","9","turns4","9","1","0","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","10","turns4","8","0.875","0","0.625","0.125","0.25"
"7x7-p72","7x7-uct-0500","uct-0500","11","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","12","turns4","9","0.8888888888888888","0","0.6666666666666666","0","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","13","turns4","7","0.8571428571428571","0","0.8571428571428571","0","0.14285714285714285"
"7x7-p72","7x7-uct-0500","uct-0500","14","turns4","8","0.875","0","0.375","0.25","0.375"
"7x7-p72","7x7-uct-0500","uct-0500","15","turns4","8","1","0","0.75","0.125","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","16","turns4","9","0.8888888888888888","0","0.2222222222222222","0.4444444444444444","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","17","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","18","turns4","8","1","0","0.625","0.25","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","19","turns4","8","0.75","0","0.375","0.125","0.5"
"7x7-p72","7x7-uct-0500","uct-0500","20","turns4","9","0.8888888888888888","0","0.5555555555555556","0.1111111111111111","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","21","turns4","9","1","0","0.3333333333333333","0.5555555555555556","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","22","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","23","turns4","9","0.8888888888888888","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","24","turns4","9","0.8888888888888888","0","0.5555555555555556","0.3333333333333333","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","25","turns4","8","1","0","0.75","0.125","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","26","turns4","9","1","0","0.5555555555555556","0.1111111111111111","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","27","turns4","8","1","0","0.5","0.375","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","28","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","29","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","30","turns4","8","1","0","0.75","0.125","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","31","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","32","turns4","9","1","0","0.5555555555555556","0.1111111111111111","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","33","turns4","8","0.875","0","0.375","0.25","0.375"
"7x7-p72","7x7-uct-0500","uct-0500","34","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","35","turns4","9","1","0","0.6666666666666666","0","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","36","turns4","8","1","0","0.75","0.125","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","37","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","38","turns4","9","0.8888888888888888","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","39","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","40","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-0500","uct-0500","41","turns4","8","1","0","0.875","0","0.125"
"7x7-p72","7x7-uct-0500","uct-0500","42","turns4","8","1","0","0.75","0","0.25"
"7x7-p72","7x7-uct-0500","uct-0500","43","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","44","turns4","9","0.8888888888888888","0","0.3333333333333333","0.2222222222222222","0.4444444444444444"
"7x7-p72","7x7-uct-0500","uct-0500","45","turns4","7","1","0","0.7142857142857143","0.14285714285714285","0.14285714285714285"
"7x7-p72","7x7-uct-0500","uct-0500","46","turns4","8","1","0","0.625","0.125","0.25"
"7x7-p72","7x7-uct-0500","uct-0500","47","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","48","turns4","9","1","0","0.4444444444444444","0.4444444444444444","0.1111111111111111"
"7x7-p72","7x7-uct-0500","uct-0500","49","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-0500","uct-0500","50","turns4","7","1","0","0.42857142857142855","0.42857142857142855","0.14285714285714285"
"7x7-p72","7x7-uct-1000","uct-1000","1","turns4","9","1","0","0.5555555555555556","0","0.4444444444444444"
"7x7-p72","7x7-uct-1000","uct-1000","2","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-1000","uct-1000","3","turns4","8","1","0","0.625","0.25","0.125"
"7x7-p72","7x7-uct-1000","uct-1000","4","turns4","8","0.875","0","0.5","0.25","0.25"
"7x7-p72","7x7-uct-1000","uct-1000","5","turns4","9","1","0","0.7777777777777778","0.1111111111111111","0.1111111111111111"
"7x7-p72","7x7-uct-1000","uct-1000","6","turns4","9","1","0","0.7777777777777778","0.1111111111111111","0.1111111111111111"
"7x7-p72","7x7-uct-1000","uct-1000","7","turns4","9","0.8888888888888888","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-1000","uct-1000","8","turns4","8","1","0","0.625","0.25","0.125"
"7x7-p72","7x7-uct-1000","uct-1000","9","turns4","9","0.8888888888888888","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-1000","uct-1000","10","turns4","8","1","0","0.5","0.25","0.25"
"7x7-p72","7x7-uct-1000","uct-1000","11","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-1000","uct-1000","12","turns4","9","1","0","0.7777777777777778","0.1111111111111111","0.1111111111111111"
"7x7-p72","7x7-uct-1000","uct-1000","13","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-1000","uct-1000","14","turns4","8","0.875","0","0.5","0.125","0.375"
"7x7-p72","7x7-uct-1000","uct-1000","15","turns4","7","1","0","0.42857142857142855","0.14285714285714285","0.42857142857142855"
"7x7-p72","7x7-uct-1000","uct-1000","16","turns4","8","1","0","0.875","0","0.125"
"7x7-p72","7x7-uct-1000","uct-1000","17","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-1000","uct-1000","18","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-1000","uct-1000","19","turns4","9","1","0","0.6666666666666666","0.1111111111111111","0.2222222222222222"
"7x7-p72","7x7-uct-1000","uct-1000","20","turns4","9","1","0","0.4444444444444444","0.2222222222222222","0.3333333333333333"
"7x7-p72","7x7-uct-1000","uct-1000","21","turns4","9","1","0","0.5555555555555556","0.2222222222222222","0.2222222222222222"
"7x7-p72","7x7-uct-1000","uct-1000","22","turns4","9","1","0","0.7777777777777778","0.2222222222222222","0"
"7x7-p72","7x7-uct-1000","uct-1000","23","turns4","8","1","0","0.375","0.5","0.125"
"7x7-p72","7x7-uct-1000","uct-1000","24","turns4","9","1","0","0.6666666666666666","0.2222222222222222","0.1111111111111111"
"7x7-p72","7x7-uct-1000","uct-1000","25","turns4","8","1","0","0.5","0.5","0"
